fantasymath_id,position,fleaflicker_id,espn_id,yahoo_id,sleeper_id
jesper-horsted,TE,15398.0,3940587.0,32576.0,6075
derrick-gore,RB,15475.0,3925346.0,32630.0,6753
parker-hesse,TE,15431.0,3144991.0,32588.0,6662
chris-myarick,TE,15417.0,3138744.0,32442.0,6529
brandon-zylstra,WR,13739.0,4294520.0,30959.0,4878
josh-allen,QB,13761.0,3918298.0,30977.0,4984
baker-mayfield,QB,13758.0,3052587.0,30971.0,4892
josh-rosen,QB,13760.0,3886377.0,30980.0,4863
sam-darnold,QB,13770.0,3912547.0,30973.0,4943
lamar-jackson,QB,13775.0,3916387.0,31002.0,4881
mason-rudolph,QB,13810.0,3116407.0,31046.0,4972
mike-white,QB,13914.0,3051381.0,31141.0,5089
saquon-barkley,RB,13778.0,3929630.0,30972.0,4866
ronald-jones,RB,13785.0,3912550.0,31008.0,5052
sony-michel,RB,13750.0,3128721.0,31001.0,4962
rashaad-penny,RB,13772.0,3139925.0,30997.0,4985
nick-chubb,RB,13802.0,3128720.0,31005.0,4988
jaylen-samuels,RB,13935.0,3116721.0,31135.0,5107
phillip-lindsay,RB,14063.0,3052117.0,31379.0,5170
royce-freeman,RB,13796.0,3122672.0,31041.0,5046
john-kelly,RB,13927.0,3915381.0,31145.0,5076
kalen-ballage,RB,13904.0,3128774.0,31100.0,4994
nyheim-hines,RB,13900.0,3916430.0,31074.0,5347
darrel-williams,RB,14329.0,3115375.0,31500.0,5549
courtland-sutton,WR,13795.0,3128429.0,31010.0,5045
james-washington,WR,13808.0,3122449.0,31030.0,5024
allen-lazard,WR,14059.0,3128390.0,31268.0,5185
christian-kirk,WR,13806.0,3895856.0,31017.0,4950
dante-pettis,WR,13816.0,3127306.0,31014.0,4992
dj-moore,WR,13764.0,3915416.0,30994.0,4983
equanimeous-st-brown,WR,13949.0,3932442.0,31177.0,5323
braxton-berrios,WR,13909.0,3123075.0,31180.0,5121
anthony-miller,WR,13782.0,3050487.0,31021.0,5013
ray-mcloud,WR,13934.0,3728262.0,31157.0,5096
auden-tate,WR,13985.0,3921564.0,31223.0,5130
javon-wims,WR,13908.0,4035019.0,31194.0,5111
trequan-smith,WR,13819.0,3128451.0,31061.0,5026
michael-gallup,WR,13788.0,4036348.0,31051.0,5038
cedrick-wilson,WR,13915.0,4036335.0,31178.0,5113
keke-coutee,WR,13903.0,3915823.0,31073.0,5007
dj-chark,WR,13790.0,3115394.0,31031.0,4951
malik-turner,WR,14603.0,3115928.0,31777.0,5781
mark-andrews,TE,13829.0,3116365.0,31056.0,5012
mike-gesicki,TE,13845.0,3116164.0,31012.0,4993
dallas-goedert,TE,13813.0,3121023.0,31019.0,5022
tyler-conklin,TE,13980.0,3915486.0,31220.0,5133
durham-smythe,TE,13905.0,3052897.0,31093.0,5008
ian-thomas,TE,13874.0,4045305.0,31071.0,4995
chris-herndon,TE,13886.0,3123050.0,31077.0,5009
hayden-hurst,TE,13774.0,3924365.0,30995.0,4973
richie-james,WR,14009.0,3122899.0,31210.0,5137
chase-edmonds,RB,13870.0,3119195.0,31104.0,5000
jordan-akins,TE,13844.0,3128452.0,31068.0,5032
will-dissly,TE,14475.0,3127292.0,31090.0,5010
dalton-schultz,TE,13853.0,3117256.0,31107.0,5001
justin-watson,WR,13851.0,3118892.0,31114.0,5374
jordan-wilkins,RB,13969.0,3051891.0,31139.0,5100
marquez-valdesscantling,WR,13952.0,3051738.0,31144.0,5086
russell-gage,WR,13967.0,3115378.0,31164.0,5110
boston-scott,RB,13942.0,3051439.0,31171.0,5122
trenton-cannon,RB,13953.0,4261020.0,31174.0,5123
nick-bawden,RB,14019.0,3125232.0,31207.0,5116
logan-woodside,QB,13983.0,3042749.0,31219.0,5128
ryan-nall,RB,14211.0,3127335.0,31662.0,5163
gus-edwards,RB,14191.0,3051926.0,31424.0,5248
byron-pringle,WR,14328.0,4036416.0,31496.0,5199
mike-boone,RB,14185.0,3139033.0,31228.0,5209
dontrell-hilliard,RB,14485.0,3126246.0,31457.0,5536
tim-boyle,QB,14311.0,3045169.0,31431.0,5257
kyle-allen,QB,14180.0,3115293.0,31301.0,5127
vyncint-smith,WR,14266.0,3155188.0,31588.0,5260
trent-sherfield,WR,14106.0,3122168.0,31320.0,5154
cam-sims,WR,14411.0,3115314.0,31405.0,5432
brandon-powell,WR,14297.0,3115255.0,31641.0,5695
cam-batson,WR,14390.0,3139456.0,31623.0,5289
anthony-firkser,TE,13415.0,3049698.0,30571.0,4435
khadarel-hodge,WR,14600.0,3047876.0,31769.0,5773
ross-dwelley,TE,14377.0,3120303.0,31329.0,5285
godwin-igwebuike,RB,14278.0,3045238.0,31258.0,5220
jeffery-wilson,RB,14471.0,3122976.0,31394.0,5284
christian-blake,WR,14163.0,3126002.0,31347.0,5241
tanner-hudson,TE,14275.0,3050481.0,31257.0,5409
john-wolford,QB,14627.0,3124092.0,31803.0,5806
johnny-stanton,RB,14498.0,3040499.0,31510.0,5569
jake-kumerow,WR,7263.0,3085107.0,28974.0,2821
deshaun-watson,QB,12919.0,3122840.0,30125.0,4017
mitch-trubisky,QB,12893.0,3039707.0,30115.0,3976
patrick-mahomes,QB,12894.0,3139477.0,30123.0,4046
davis-webb,QB,12959.0,3052600.0,30200.0,4061
cooper-rush,QB,13143.0,2972515.0,30788.0,4574
cj-beathard,QB,12960.0,2979520.0,30217.0,4127
nathan-peterman,QB,13069.0,2972236.0,30284.0,4183
dalvin-cook,RB,12929.0,3116593.0,30154.0,4029
leonard-fournette,RB,12920.0,3115364.0,30117.0,3969
christian-mccaffrey,RB,12892.0,3117251.0,30121.0,4034
joe-mixon,RB,12975.0,3116385.0,30161.0,4018
alvin-kamara,RB,12965.0,3054850.0,30180.0,4035
samaje-perine,RB,13011.0,3116389.0,30227.0,4147
donta-foreman,RB,12987.0,3125116.0,30202.0,4111
wayne-gallman,RB,13021.0,3045127.0,30253.0,4150
corey-clement,RB,13165.0,3045260.0,30707.0,4651
kareem-hunt,RB,12934.0,3059915.0,30199.0,4098
jamaal-williams,RB,13040.0,2980453.0,30247.0,4149
jeremy-mcnichols,RB,12999.0,3127586.0,30275.0,4219
james-conner,RB,12951.0,3045147.0,30218.0,4137
dare-ogunbowale,RB,13581.0,2983509.0,30860.0,4718
corey-davis,WR,12913.0,3042778.0,30118.0,4036
mike-williams-wr,WR,12172.0,3045138.0,30120.0,4068
juju-smith-schuster,WR,12950.0,3120348.0,30175.0,4040
curtis-samuel,WR,12930.0,3121427.0,30153.0,4082
dede-westbrook,WR,13052.0,3892889.0,30223.0,4146
isaiah-ford,WR,13127.0,3124069.0,30350.0,4252
chris-godwin,WR,12926.0,3116165.0,30197.0,4037
cooper-kupp,WR,12970.0,2977187.0,30182.0,4039
josh-reynolds,WR,13029.0,3115306.0,30230.0,4171
noah-brown,WR,13120.0,3121409.0,30352.0,4234
zay-jones,WR,12937.0,3059722.0,30150.0,4080
oj-howard,TE,12891.0,3043080.0,30132.0,4055
evan-engram,TE,12906.0,3051876.0,30136.0,4066
david-njoku,TE,12904.0,3123076.0,30142.0,4033
jonnu-smith,TE,12974.0,3054212.0,30213.0,4144
jeremy-sprinkle,TE,13012.0,2980073.0,30267.0,4221
marlon-mack,RB,13044.0,3139605.0,30256.0,4152
gerald-everett,TE,12972.0,3918639.0,30157.0,4089
brian-hill,RB,13038.0,3125403.0,30269.0,4187
mo-alie-cox,TE,12887.0,2998565.0,30112.0,4054
adam-shaheen,TE,12933.0,4198676.0,30158.0,4085
kenny-golladay,WR,12963.0,2974858.0,30209.0,4131
mack-hollins,WR,13008.0,2991662.0,30231.0,4177
george-kittle,TE,13023.0,3040151.0,30259.0,4217
jamal-agnew,WR,13024.0,3061612.0,30278.0,4198
isaiah-mckenzie,WR,13080.0,3128724.0,30285.0,4197
eric-saubert,TE,13110.0,2975863.0,30287.0,4189
trent-taylor,WR,13095.0,3040569.0,30290.0,4218
aaron-jones,RB,13111.0,3042519.0,30295.0,4199
alex-armah,RB,13065.0,4212884.0,30305.0,4226
david-moore,WR,13117.0,4212909.0,30339.0,4274
tim-patrick,WR,13209.0,3134353.0,30511.0,4351
matt-breida,RB,13358.0,3049916.0,30552.0,4455
ricky-seals-jones,TE,13168.0,3051806.0,30494.0,4531
jacob-hollister,TE,13175.0,3125404.0,30661.0,4421
austin-ekeler,RB,13325.0,3068267.0,30423.0,4663
keelan-cole,WR,13261.0,3071572.0,30396.0,4622
phillip-walker,QB,13341.0,3051308.0,30538.0,4335
kendrick-bourne,WR,13364.0,3045523.0,30551.0,4454
taysom-hill,TE,13653.0,2468609.0,30614.0,4381
robert-tonyan,TE,13489.0,2975674.0,30777.0,4602
antony-auclair,TE,13269.0,4081127.0,30468.0,4468
zach-pascal,WR,13333.0,2978109.0,30502.0,4319
cody-hollister,WR,13177.0,3115443.0,30660.0,4420
river-cracraft,WR,13732.0,3052056.0,30955.0,4854
greg-ward,WR,13616.0,3040035.0,30715.0,6744
dan-arnold,TE,13665.0,4212989.0,30891.0,4741
johnny-mundt,TE,13239.0,3052096.0,30373.0,4314
nick-mullens,QB,13194.0,3059989.0,30563.0,4464
pharaoh-brown,TE,13377.0,2971281.0,30627.0,4443
cyril-grayson,WR,13280.0,4217370.0,30111.0,4050
carson-wentz,QB,12032.0,2573079.0,29236.0,3161
jared-goff,QB,12102.0,3046779.0,29235.0,3163
jacoby-brissett,QB,12079.0,2578570.0,29325.0,3257
dak-prescott,QB,12159.0,2577417.0,29369.0,3294
brandon-allen,QB,12232.0,2574511.0,29435.0,3357
jeff-driskel,QB,12216.0,2574630.0,29441.0,3362
ezekiel-elliott,RB,12025.0,3051392.0,29238.0,3164
derrick-henry,RB,12042.0,3043078.0,29279.0,3198
alex-collins,RB,12164.0,3046409.0,29405.0,3327
devontae-booker,RB,12151.0,3122866.0,29370.0,3209
kenyan-drake,RB,12101.0,2979843.0,29307.0,3242
jordan-howard,RB,12114.0,3060022.0,29384.0,3306
jonathan-williams,RB,9833.0,2980077.0,29390.0,3312
wendell-smallwood,RB,12138.0,3042429.0,29387.0,3309
peyton-barber,RB,12499.0,3051902.0,29560.0,3594
laquon-treadwell,WR,12017.0,3051889.0,29257.0,3155
tyler-boyd,WR,12051.0,3045144.0,29288.0,3225
michael-thomas,WR,12096.0,2976316.0,29281.0,3199
rashard-higgins,WR,12223.0,3042910.0,29406.0,3328
tajae-sharpe,WR,12125.0,2982828.0,29374.0,3297
sterling-shepard,WR,12058.0,2976592.0,29274.0,3200
pharoh-cooper,WR,12141.0,3048897.0,29351.0,3278
geronimo-allison,WR,12353.0,3115913.0,29719.0,3503
mike-thomas,WR,12172.0,3123986.0,29440.0,3652
hunter-henry,TE,12088.0,3046439.0,29269.0,3214
austin-hooper,TE,12069.0,3043275.0,29315.0,3202
tyler-higbee,TE,12140.0,2573401.0,29344.0,3271
nick-vannett,TE,12056.0,2576399.0,29328.0,3258
chris-moore,WR,12153.0,2576581.0,29341.0,3269
demarcus-robinson,WR,12106.0,3043116.0,29360.0,3286
tyreek-hill,WR,12197.0,3116406.0,29399.0,3321
andy-janovich,RB,12192.0,2974317.0,29410.0,3332
jakeem-grant,WR,12182.0,2577641.0,29420.0,3342
nate-sudfeld,QB,12165.0,2979501.0,29421.0,3343
derek-watt,RB,12191.0,2576450.0,29432.0,3354
dwayne-washington,RB,12247.0,3002265.0,29470.0,3391
stephen-anderson,TE,12342.0,2576854.0,29789.0,3496
jalen-richard,RB,12761.0,2972091.0,30000.0,3868
alex-erickson,WR,12334.0,2977800.0,29703.0,3433
tommylee-lewis,WR,12482.0,2574918.0,29854.0,3614
cj-ham,RB,12694.0,4012556.0,29951.0,3832
robby-anderson,WR,12361.0,2574808.0,29785.0,3423
chester-rogers,WR,12459.0,2983209.0,29609.0,3582
chris-manhertz,TE,11114.0,2531358.0,28365.0,3048
kalif-raymond,WR,12441.0,2973405.0,29631.0,3634
jd-mckissic,RB,12572.0,2572861.0,29650.0,3664
elijhaa-penny,RB,12691.0,2575965.0,29906.0,3803
marcus-johnson,WR,12332.0,2971718.0,29678.0,3445
marvin-hall,WR,12788.0,2578369.0,30023.0,3895
jaydon-mickens,WR,12745.0,2978308.0,29978.0,3852
jp-holtz,TE,12540.0,2970262.0,29666.0,3695
jameis-winston,QB,11183.0,2969939.0,28389.0,2306
marcus-mariota,QB,11184.0,2576980.0,28390.0,2307
brett-hundley,QB,11300.0,2577189.0,28535.0,2450
sean-mannion,QB,11245.0,2517017.0,28477.0,2394
melvin-gordon,RB,11180.0,2576434.0,28403.0,2320
tevin-coleman,RB,11188.0,2979477.0,28461.0,2378
ameer-abdullah,RB,11207.0,2576336.0,28442.0,2359
duke-johnson,RB,11201.0,2969962.0,28465.0,2382
mike-davis,RB,11373.0,3025433.0,28514.0,2431
david-johnson,RB,11187.0,2508176.0,28474.0,2391
amari-cooper,WR,11177.0,2976499.0,28392.0,2309
devante-parker,WR,11170.0,2576623.0,28402.0,2319
nelson-agholor,WR,11178.0,2971618.0,28408.0,2325
jamison-crowder,WR,11398.0,2576716.0,28493.0,2410
stefon-diggs,WR,11329.0,2976212.0,28534.0,2449
tyler-lockett,WR,11242.0,2577327.0,28457.0,2374
phillip-dorsett,WR,11167.0,2579604.0,28417.0,2334
breshad-perriman,WR,11156.0,2972460.0,28414.0,2331
devin-funchess,WR,11194.0,2977609.0,28429.0,2346
maxx-williams,TE,11191.0,2970726.0,28443.0,2360
jesse-james,TE,11366.0,2979590.0,28548.0,2463
tyler-kroft,TE,11199.0,2582410.0,28473.0,2390
blake-bell,TE,11371.0,2514206.0,28505.0,2422
chris-conley,WR,11217.0,2578533.0,28464.0,2381
ty-montgomery,RB,11213.0,2577134.0,28482.0,2399
darren-waller,TE,11261.0,2576925.0,28592.0,2505
mycole-pruitt,TE,11331.0,2508256.0,28531.0,2446
cj-uzomah,TE,11276.0,2574576.0,28545.0,2460
michael-burton,RB,11295.0,2515270.0,28556.0,2471
nick-boyle,TE,11257.0,2574591.0,28559.0,2474
james-oshaughnessy,TE,11321.0,2508079.0,28561.0,2476
geoff-swaim,TE,11287.0,3046704.0,28634.0,2545
trevor-siemian,QB,11294.0,2511109.0,28638.0,2549
malcolm-brown,RB,11724.0,2570986.0,28990.0,2588
deandre-carter,WR,11603.0,2580216.0,28947.0,2750
raheem-mostert,RB,11455.0,2576414.0,28654.0,2749
damiere-byrd,WR,11507.0,2577667.0,28730.0,2673
taylor-heinicke,QB,11615.0,2565969.0,28839.0,2711
adam-humphries,WR,11826.0,2576491.0,29070.0,2822
daniel-brown,TE,11874.0,2519013.0,29102.0,2751
matt-lacosse,TE,11674.0,2576179.0,28875.0,2944
eric-tomlinson,TE,11459.0,2511973.0,28658.0,2755
teddy-bridgewater,QB,10240.0,16728.0,27560.0,2152
derek-carr,QB,10315.0,16757.0,27564.0,2028
logan-thomas,TE,10353.0,16813.0,27648.0,2251
devonta-freeman,RB,10324.0,16944.0,27631.0,2168
sammy-watkins,WR,10256.0,16725.0,27532.0,1817
mike-evans,WR,10252.0,16737.0,27535.0,2216
brandin-cooks,WR,10242.0,16731.0,27548.0,2197
davante-adams,WR,10295.0,16800.0,27581.0,2133
allen-robinson,WR,10305.0,16799.0,27589.0,1992
odell-beckham,WR,10243.0,16733.0,27540.0,2078
jarvis-landry,WR,10307.0,16790.0,27591.0,1825
james-white,RB,10475.0,16913.0,27658.0,1848
jimmy-garoppolo,QB,10311.0,16760.0,27590.0,1837
jerick-mckinnon,RB,10310.0,16782.0,27624.0,2161
richard-rodgers,TE,10296.0,16786.0,27626.0,2146
damien-williams,RB,10924.0,17359.0,28115.0,1833
albert-wilson,WR,10895.0,17051.0,28046.0,2025
adam-thielen,WR,9891.0,16460.0,27277.0,1689
cameron-brate,TE,10991.0,17453.0,28267.0,2214
diontae-spencer,WR,11005.0,17463.0,28279.0,5828
geno-smith,QB,9372.0,15864.0,26662.0,1373
matt-barkley,QB,9507.0,15948.0,26721.0,1338
mike-glennon,QB,9390.0,15837.0,26696.0,1559
kenjon-barner,RB,9419.0,15921.0,26805.0,1546
rex-burkhead,RB,9426.0,15971.0,26813.0,1387
leveon-bell,RB,9378.0,15825.0,26671.0,1408
giovani-bernard,RB,9341.0,15826.0,26660.0,1386
tavon-austin,WR,9328.0,15786.0,26631.0,1567
keenan-allen,WR,9380.0,15818.0,26699.0,1479
cordarrelle-patterson,RB,9317.0,15807.0,26652.0,1535
kenny-stills,WR,9492.0,16016.0,26767.0,1555
robert-woods,WR,9338.0,15880.0,26664.0,1352
deandre-hopkins,WR,9311.0,15795.0,26650.0,1426
marquise-goodwin,WR,9337.0,15839.0,26701.0,1346
travis-kelce,TE,9360.0,15847.0,26686.0,1466
zach-ertz,TE,9376.0,15835.0,26658.0,1339
kyle-juszczyk,RB,9410.0,16002.0,26753.0,1379
latavius-murray,RB,9504.0,15920.0,26804.0,1476
ryan-griffin,QB,9458.0,16140.0,26949.0,1550
demetrius-harris,TE,9787.0,16318.0,27174.0,1619
jack-doyle,TE,9990.0,16504.0,27299.0,1706
ryan-tannehill,QB,8514.0,14876.0,25718.0,1049
nick-foles,QB,8562.0,14877.0,25798.0,1029
kirk-cousins,QB,8625.0,14880.0,25812.0,1166
russell-wilson,QB,8598.0,14881.0,25785.0,1234
ty-hilton,WR,8493.0,14924.0,25802.0,1110
marvin-jones,WR,8429.0,15072.0,25876.0,1067
brandon-bolden,RB,9114.0,15478.0,26389.0,1034
case-keenum,QB,8800.0,15168.0,26483.0,1737
josh-gordon,WR,9235.0,15705.0,26561.0,1244
cole-beasley,WR,8735.0,15349.0,26060.0,1144
aj-green,WR,7369.0,13983.0,24791.0,830
blaine-gabbert,QB,7368.0,13987.0,24797.0,862
julio-jones,WR,7372.0,13982.0,24793.0,947
cam-newton,QB,7378.0,13994.0,24788.0,954
mark-ingram,RB,7371.0,13981.0,24815.0,956
randall-cobb,WR,7401.0,14053.0,24851.0,928
kyle-rudolph,TE,7444.0,14054.0,24830.0,943
andy-dalton,QB,7404.0,14012.0,24822.0,829
luke-stocker,TE,7589.0,14099.0,24891.0,963
taiwan-jones,RB,7526.0,14167.0,24912.0,886
lee-smith,TE,7585.0,14215.0,24946.0,812
tyrod-taylor,QB,7592.0,14163.0,24967.0,827
colt-mccoy,QB,6625.0,13199.0,24060.0,533
rob-gronkowski,TE,6611.0,13229.0,24017.0,515
emmanuel-sanders,WR,6636.0,13295.0,24057.0,538
andre-roberts,WR,6634.0,13226.0,24063.0,627
jimmy-graham,TE,6610.0,13232.0,24070.0,616
matthew-stafford,QB,6038.0,12483.0,9265.0,421
jared-cook,TE,6126.0,12537.0,9353.0,367
chase-daniel,QB,6353.0,12471.0,9678.0,490
brian-hoyer,QB,6324.0,12477.0,9547.0,345
joe-flacco,QB,5336.0,11252.0,8795.0,19
chad-henne,QB,5343.0,11291.0,8834.0,89
desean-jackson,WR,5324.0,11283.0,8826.0,147
matt-ryan,QB,5371.0,11237.0,8780.0,24
josh-johnson,QB,16740.0,11394.0,8937.0,260
josh-johnson,QB,5479.0,11394.0,8937.0,260
danny-amendola,WR,5595.0,11674.0,9037.0,491
marcedes-lewis,TE,4007.0,9614.0,7777.0,111
aaron-rodgers,QB,3452.0,8439.0,7200.0,96
ben-roethlisberger,QB,394.0,5536.0,6770.0,138
tom-brady,QB,309.0,2330.0,5228.0,167
buf-dst,DST,2331.0,-16002.0,100002.0,BUF
tb-dst,DST,2357.0,-16027.0,100027.0,TB
sf-dst,DST,2355.0,-16025.0,100025.0,SF
ind-dst,DST,2341.0,-16011.0,100011.0,IND
lar-dst,DST,2356.0,-16014.0,100014.0,LAR
ne-dst,DST,2346.0,-16017.0,100017.0,NE
no-dst,DST,2347.0,-16018.0,100018.0,NO
den-dst,DST,2337.0,-16007.0,100007.0,DEN
dal-dst,DST,2336.0,-16006.0,100006.0,DAL
lac-dst,DST,2353.0,-16024.0,100024.0,LAC
gb-dst,DST,2339.0,-16009.0,100009.0,GB
mia-dst,DST,2344.0,-16015.0,100015.0,MIA
kc-dst,DST,2343.0,-16012.0,100012.0,KC
bal-dst,DST,2330.0,-16033.0,100033.0,BAL
pit-dst,DST,2352.0,-16023.0,100023.0,PIT
cle-dst,DST,2335.0,-16005.0,100005.0,CLE
phi-dst,DST,2351.0,-16021.0,100021.0,PHI
cin-dst,DST,2334.0,-16004.0,100004.0,CIN
ari-dst,DST,2328.0,-16022.0,100022.0,ARI
ten-dst,DST,2358.0,-16010.0,100010.0,TEN
car-dst,DST,2332.0,-16009.0,100029.0,CAR
min-dst,DST,2345.0,-16016.0,100016.0,MIN
was-dst,DST,2359.0,-16028.0,100028.0,WAS
chi-dst,DST,2333.0,-16003.0,100003.0,CHI
nyg-dst,DST,2348.0,-16019.0,100019.0,NYG
sea-dst,DST,2354.0,-16026.0,100026.0,SEA
nyj-dst,DST,2349.0,-16020.0,100020.0,NYJ
jax-dst,DST,2342.0,-16030.0,100030.0,JAX
lv-dst,DST,2350.0,-16013.0,100013.0,LV
det-dst,DST,2338.0,-16008.0,100008.0,DET
atl-dst,DST,2329.0,-16001.0,100001.0,ATL
hou-dst,DST,2340.0,-16034.0,100034.0,HOU
harrison-butker,K,,,,4227
