player_id,pos,fleaflicker_id,espn_id,yahoo_id,sleeper_id
1,QB,17761,4685201.0,40220.0,9230
2,QB,17602,4685720.0,40029.0,9228
3,QB,17623,4361418.0,40068.0,9999
4,QB,17589,4432577.0,40030.0,9758
6,QB,17586,4429084.0,40040.0,9229
7,QB,17712,4259553.0,40153.0,10857
8,QB,17796,4373632.0,40185.0,9231
9,QB,17819,4427105.0,40272.0,10233
10,QB,17708,4243322.0,40144.0,10215
11,QB,17799,4240069.0,40290.0,10860
12,QB,17753,4367178.0,40195.0,10862
13,QB,17695,4260394.0,40138.0,10866
14,QB,17786,4360175.0,40188.0,10217
15,RB,17603,4430807.0,40055.0,9509
16,RB,17612,4429795.0,40059.0,9221
17,RB,17784,4685035.0,40243.0,9222
18,RB,17625,4429013.0,40095.0,9225
19,RB,17624,4428557.0,40119.0,9508
20,RB,18278,4430871.0,40742.0,9506
21,RB,17617,4429160.0,40118.0,9226
22,RB,17718,4429202.0,40165.0,9227
23,RB,17667,4426385.0,40075.0,9753
24,RB,17838,4427391.0,40267.0,10216
25,RB,17661,4599739.0,40108.0,9757
27,RB,17758,4570561.0,40198.0,10223
28,RB,17762,4362619.0,40231.0,10219
29,RB,17716,4426386.0,40162.0,10235
30,RB,17759,4431453.0,40240.0,9505
33,RB,17853,4430388.0,40285.0,9512
34,RB,17728,4569609.0,40169.0,9220
35,RB,17756,4362238.0,40196.0,9224
37,WR,17648,4692590.0,40128.0,9497
38,WR,17674,4362249.0,40063.0,10222
39,WR,17606,4430878.0,40041.0,9488
40,WR,17613,4429205.0,40042.0,9756
41,WR,17622,4688813.0,40126.0,9500
42,WR,17593,4429025.0,40051.0,9754
43,WR,17631,4686472.0,40090.0,9494
44,WR,17595,4429615.0,40039.0,9997
45,WR,17643,4369863.0,40093.0,10444
46,WR,17738,4432620.0,40234.0,9487
47,WR,17725,4429022.0,40224.0,9504
48,WR,17633,4428331.0,40084.0,10229
49,WR,17792,4428850.0,40201.0,9486
50,WR,17771,4362019.0,40242.0,10863
51,WR,17656,4426485.0,40073.0,10225
52,WR,18210,4429006.0,40671.0,9495
53,WR,17767,4426407.0,40223.0,9492
55,WR,17740,4686422.0,40232.0,10218
56,WR,17837,4372063.0,40279.0,10221
58,WR,17627,4366031.0,40097.0,9502
59,WR,17715,4565908.0,40565.0,9490
60,WR,17671,4360761.0,40121.0,10232
61,WR,17754,4368003.0,40211.0,10226
65,WR,17779,4426515.0,40168.0,9493
66,TE,17634,4429086.0,40065.0,9482
67,TE,17585,4385690.0,40048.0,10236
68,TE,17681,4430027.0,40064.0,10859
69,TE,17676,4428085.0,40074.0,9481
70,TE,17639,4430802.0,40094.0,9479
72,TE,17768,4372505.0,40193.0,10227
73,TE,17778,4426553.0,40164.0,10214
74,TE,17730,4362523.0,40180.0,10220
75,TE,17649,4372096.0,40061.0,10871
76,TE,17675,4572680.0,40102.0,9484
77,TE,17798,4361417.0,40255.0,9483
78,WR,18060,4426426.0,40514.0,11276
79,TE,17626,4430539.0,40078.0,9480
80,PK,17665,4372066.0,,10937
81,WR,17635,4428718.0,40114.0,10213
82,PK,17688,4363538.0,,10955
83,WR,17697,4362477.0,40133.0,10234
84,TE,17734,4360086.0,40182.0,10212
85,QB,17789,4259592.0,40173.0,10983
86,TE,17726,4426844.0,40226.0,10231
87,PK,17790,4242519.0,,11008
88,WR,17724,4427095.0,40222.0,9501
89,WR,17852,4373266.0,40281.0,11053
90,WR,17808,4250945.0,40263.0,11046
91,RB,17843,4428119.0,40260.0,9510
93,WR,17827,4692835.0,40257.0,11034
94,TE,17835,4360290.0,40261.0,10224
95,WR,17842,4879650.0,40251.0,11024
99,RB,18110,4372526.0,40570.0,10870
102,QB,18054,4434153.0,40504.0,11256
103,RB,17978,4362478.0,40430.0,11199
105,RB,18169,3149687.0,40625.0,11370
108,RB,18238,4722893.0,40696.0,11439
109,RB,18305,4383396.0,40780.0,
111,WR,18001,4360405.0,40452.0,10867
120,WR,17876,4690070.0,40313.0,11068
121,WR,18326,,40804.0,11528
123,RB,17900,4248909.0,40358.0,11114
124,PK,17934,4696736.0,,11145
126,WR,17992,4689334.0,40445.0,11210
127,PK,18330,3953687.0,,11533
128,WR,18085,4427278.0,40548.0,11306
133,WR,18091,4689988.0,40545.0,11311
135,TE,18170,4365395.0,40629.0,11371
140,RB,18234,4887558.0,40707.0,11435
147,PK,17834,4259619.0,,11058
149,QB,16877,4362874.0,34050.0,8164
150,QB,16811,4240703.0,33975.0,8160
151,QB,16987,4426875.0,34100.0,8162
152,QB,16845,4242512.0,34042.0,8161
154,QB,16908,4250360.0,34093.0,8157
155,QB,16880,4239086.0,34030.0,8159
156,QB,17045,4361741.0,34218.0,8183
157,QB,17024,4036419.0,34203.0,8206
165,RB,16834,4427366.0,33991.0,8155
166,RB,16920,4426891.0,34079.0,8153
167,RB,17004,4430737.0,34120.0,8150
168,RB,16890,4567048.0,33996.0,8151
169,RB,16993,4373626.0,34107.0,8132
170,RB,16974,4372019.0,34112.0,8143
171,RB,16918,4361777.0,34078.0,8139
172,RB,16839,4379399.0,34019.0,8138
173,RB,16875,4241474.0,34054.0,8154
174,RB,16914,4360238.0,34063.0,8129
175,RB,16972,4362748.0,34152.0,8208
176,RB,16946,4570674.0,34139.0,8174
177,RB,16913,4372071.0,34087.0,8123
178,RB,16882,4697815.0,34047.0,8136
180,RB,17020,4242431.0,34125.0,8230
182,RB,16957,4567246.0,34110.0,8179
183,RB,17188,4243003.0,34310.0,8195
184,RB,17486,4427728.0,34357.0,8122
190,RB,16909,4249836.0,34083.0,8116
191,RB,17007,4362087.0,34157.0,8221
195,RB,17413,4240603.0,34610.0,8800
199,RB,17137,4569987.0,34447.0,8228
203,RB,16886,4426475.0,34049.0,8211
205,RB,17011,4259169.0,34159.0,8189
206,RB,17029,4361529.0,34207.0,8205
208,WR,16823,4426502.0,33963.0,8112
209,WR,16803,4567156.0,33973.0,8135
210,WR,16798,4569618.0,33965.0,8146
211,WR,16824,4361370.0,33966.0,8144
212,WR,16821,4361409.0,33971.0,8119
214,WR,16869,4569587.0,33998.0,8126
215,WR,16863,4570409.0,34055.0,8118
216,WR,16849,4567096.0,33999.0,8147
218,WR,16947,4373678.0,34104.0,8134
219,WR,16859,4426354.0,34007.0,8137
220,WR,17266,4360306.0,34440.0,8140
221,WR,17200,,34224.0,8200
222,WR,16854,4430191.0,34009.0,8168
223,WR,16898,4035693.0,34027.0,8223
224,WR,16842,4360078.0,34008.0,8142
227,WR,17164,4245144.0,34319.0,8250
228,WR,17293,3926231.0,34378.0,8414
231,WR,17457,4259908.0,34534.0,8178
233,WR,16921,4243389.0,34094.0,8125
235,WR,16941,4361432.0,34088.0,8121
236,WR,16911,4362186.0,34081.0,8114
238,WR,16887,4689546.0,34061.0,8176
239,WR,17087,4242504.0,34601.0,8185
241,WR,17047,4259305.0,34185.0,8204
242,WR,17018,4382466.0,34147.0,8180
243,WR,16835,4362921.0,34005.0,8188
244,WR,16872,4249417.0,34044.0,8117
245,WR,16896,4248528.0,33989.0,8167
248,WR,16973,4360174.0,34158.0,8202
250,TE,16895,4361307.0,34010.0,8130
251,TE,16923,4241263.0,34084.0,8127
252,TE,16833,4361372.0,34057.0,8145
253,TE,16853,4367209.0,34036.0,8172
254,TE,16927,4361050.0,34095.0,8131
255,TE,16933,4242355.0,34085.0,8110
256,TE,16971,4241961.0,34163.0,8181
258,TE,16937,4243331.0,34062.0,8111
259,TE,16988,4361438.0,34105.0,8214
260,TE,16986,4241374.0,34154.0,8177
261,TE,16841,4241410.0,34029.0,8219
262,WR,17054,4027873.0,34214.0,8235
263,WR,16820,3052083.0,33953.0,8411
264,TE,16932,4361516.0,34068.0,8225
265,PK,16929,4428963.0,,8258
266,TE,16912,4360635.0,34099.0,8210
267,WR,16964,4248822.0,34118.0,8475
268,WR,16956,4367175.0,34119.0,8171
269,TE,16959,4374045.0,34126.0,8227
270,TE,17017,4361988.0,34133.0,8170
271,TE,16951,4722908.0,34148.0,8489
272,TE,16992,4379401.0,34169.0,8500
273,TE,16995,4034779.0,34174.0,8484
274,TE,17062,4249624.0,34183.0,8523
275,WR,17046,4401805.0,34189.0,8527
276,QB,17037,4044111.0,34197.0,8413
277,RB,17032,4036032.0,34206.0,8423
278,RB,17034,4260406.0,34216.0,8428
282,RB,17227,4367567.0,34451.0,8254
286,TE,17235,4360231.0,34654.0,8249
288,RB,17167,4360569.0,34320.0,8408
289,RB,17510,4259308.0,34617.0,8255
292,WR,17499,4374187.0,34520.0,8253
293,PK,17315,4362081.0,,8259
295,WR,17558,3676833.0,34709.0,8917
296,WR,17406,4572786.0,34592.0,8801
297,WR,17489,3929636.0,34356.0,8861
298,WR,17347,4035198.0,34571.0,8756
300,TE,17154,4056052.0,34278.0,8665
301,TE,17462,4047422.0,34513.0,8849
303,WR,17336,4247812.0,34330.0,8745
304,WR,17345,4036448.0,34579.0,8416
306,TE,17417,4258248.0,34607.0,8197
312,TE,17274,4259147.0,34374.0,8698
314,WR,17320,4032247.0,34407.0,8732
315,WR,17243,4032473.0,34659.0,8676
318,WR,17214,4245639.0,34285.0,8419
319,WR,17150,4242270.0,34276.0,8595
320,TE,17123,4250764.0,34637.0,8583
321,PK,17068,4036146.0,,8536
323,TE,16794,4916349.0,33950.0,8107
325,TE,17148,4242896.0,34274.0,8192
327,QB,16242,4360310.0,33389.0,7523
328,QB,16262,4362887.0,33399.0,7591
329,QB,16233,4361259.0,33390.0,7538
330,QB,16259,4383351.0,33391.0,7610
331,QB,16235,4241464.0,33403.0,7527
332,QB,16317,4034946.0,33452.0,7605
333,QB,16335,4240904.0,33454.0,7581
334,TE,16380,4034948.0,33729.0,7531
335,QB,16622,,33890.0,7555
336,QB,16365,4046678.0,33521.0,7589
338,QB,16702,4039034.0,33879.0,8002
340,QB,16404,4241820.0,33606.0,7583
342,QB,16280,4242546.0,33455.0,7585
343,RB,16241,4239996.0,33413.0,7543
344,RB,16246,4241457.0,33412.0,7528
345,RB,16480,4371733.0,33538.0,7567
346,RB,16282,4361579.0,33423.0,7588
347,RB,16323,4241401.0,33476.0,7593
348,RB,16618,4240657.0,33495.0,7607
349,RB,16339,4569173.0,33508.0,7611
350,RB,16630,4362452.0,33706.0,7537
351,RB,16361,4241416.0,33514.0,7594
352,RB,16577,4374033.0,33644.0,7599
353,RB,13728,4241555.0,33582.0,7561
354,RB,16568,,,7532
355,RB,16542,4259805.0,33643.0,7572
356,RB,16663,,,7560
358,RB,16501,4360802.0,,7563
359,RB,16773,4379504.0,,8085
360,RB,16453,4035826.0,33599.0,7609
361,RB,16552,4035886.0,33605.0,7608
362,RB,16433,4241205.0,33586.0,7574
363,RB,16607,,33692.0,7904
364,RB,16676,4040728.0,,7993
365,RB,16458,4046530.0,33590.0,7794
366,RB,16487,4239768.0,33724.0,7867
367,RB,16681,4240455.0,33798.0,7551
369,RB,16560,,33909.0,7549
371,WR,16250,4362628.0,33393.0,7564
372,WR,16253,4241478.0,33398.0,7525
373,WR,16327,4372485.0,33437.0,7601
374,WR,16236,4372016.0,33394.0,7526
375,WR,16350,4241424.0,33519.0,7595
376,WR,16427,4371974.0,33607.0,7534
377,WR,16373,4374302.0,33500.0,7547
378,WR,16265,4372414.0,33422.0,7596
379,WR,16251,4240600.0,33408.0,7606
380,WR,16281,4258173.0,33477.0,7569
381,WR,16551,4240661.0,33609.0,7586
382,WR,16309,4361577.0,33470.0,7587
383,WR,16248,4360939.0,33415.0,7571
384,WR,16617,,,7558
385,WR,16576,4240432.0,,7576
386,WR,16298,4371986.0,33479.0,7533
387,WR,16329,4239992.0,33473.0,7540
388,WR,16488,4259499.0,33592.0,7603
391,WR,16326,4360797.0,33445.0,7562
392,WR,16324,4043016.0,,7612
393,WR,16469,4360739.0,33567.0,7812
394,WR,16500,4047836.0,33575.0,7530
396,WR,16395,4047648.0,33630.0,7546
397,WR,16470,4043158.0,,7862
398,WR,16313,4362630.0,33447.0,7565
403,WR,16411,4242231.0,33593.0,7793
404,WR,16686,,,8008
406,WR,16429,4035465.0,33569.0,7541
407,WR,16402,4039307.0,33591.0,7556
408,WR,16647,,,7604
409,WR,16292,4242433.0,33465.0,7670
411,WR,16364,4243830.0,33517.0,7713
414,WR,16379,,,7579
415,WR,16645,4031033.0,33858.0,7956
416,WR,16485,4373642.0,33645.0,7751
417,WR,16575,,,7613
419,TE,16256,4360248.0,33392.0,7553
420,TE,16420,4362504.0,33535.0,7568
421,TE,16293,4361411.0,33443.0,7600
422,TE,16314,4372780.0,33471.0,7694
423,TE,16291,4240023.0,33485.0,7554
424,TE,16269,4239944.0,33469.0,7535
425,TE,16417,4040612.0,33533.0,7842
427,TE,16430,4240472.0,33550.0,7828
429,TE,16386,4044144.0,33705.0,7597
431,TE,16654,4244049.0,33819.0,7536
433,TE,16627,4746079.0,33556.0,7943
434,TE,16360,4048228.0,33512.0,7716
435,PK,16457,4360234.0,33537.0,7839
436,PK,16587,4243371.0,33781.0,7922
439,TE,16230,3148929.0,33386.0,7622
440,WR,16342,4036026.0,33497.0,7729
441,RB,16375,4035537.0,33507.0,7720
442,TE,16340,4039160.0,33515.0,7602
443,WR,16369,3932144.0,33529.0,7703
444,WR,16578,4240573.0,33545.0,7559
445,RB,13524,4048259.0,33571.0,7809
446,RB,16452,4258190.0,33572.0,7808
447,RB,16461,4245645.0,33584.0,7529
448,WR,16418,4037311.0,33597.0,7789
449,WR,16620,4589245.0,33620.0,7944
450,RB,16530,4036224.0,33621.0,7771
451,RB,16397,4037478.0,33632.0,7539
452,WR,16526,4035656.0,33637.0,7757
453,WR,16519,4068152.0,33642.0,7752
455,RB,16740,4390717.0,,8051
456,RB,16748,4820592.0,33793.0,8058
457,WR,16583,,33783.0,7552
458,RB,16504,4244732.0,33732.0,7741
459,TE,16675,4242369.0,33804.0,7992
466,RB,16463,,,7858
469,WR,16446,,,7901
470,PK,16225,3919602.0,33381.0,7617
471,RB,16574,,,7893
474,TE,16621,4034862.0,33891.0,7946
475,RB,16410,4242212.0,,7852
477,TE,16729,4608362.0,33803.0,8041
479,TE,16572,4242392.0,33774.0,7891
480,RB,16711,3929914.0,33901.0,8025
482,RB,16471,4069817.0,,7863
485,WR,16758,4040627.0,33921.0,8068
489,WR,16691,4245131.0,33649.0,8013
490,WR,17563,3914307.0,34712.0,8921
491,WR,16510,4244856.0,33745.0,7746
492,QB,15532,3915511.0,32671.0,6770
493,QB,15533,4241479.0,32675.0,6768
494,QB,15516,4038941.0,32676.0,6797
495,QB,15707,4035003.0,32792.0,6823
496,QB,15624,4240689.0,32837.0,6822
497,QB,15522,4036378.0,32696.0,6804
498,QB,15581,4040715.0,32723.0,6904
499,QB,15815,3915436.0,33207.0,7013
504,QB,15705,4035671.0,32993.0,7083
505,QB,15721,3914395.0,32795.0,7081
507,QB,16012,3675812.0,33258.0,7335
508,QB,15639,3124900.0,32859.0,7084
512,RB,15601,4259545.0,32705.0,6790
513,RB,15548,4035676.0,32756.0,6845
514,RB,15563,4240021.0,32722.0,6938
515,RB,15555,4241985.0,32725.0,6806
516,RB,15765,4242873.0,32892.0,6951
517,RB,15604,4242335.0,32711.0,6813
518,RB,15539,4242214.0,32702.0,6820
519,RB,15692,4241941.0,32794.0,6878
520,RB,15568,4239934.0,32732.0,6828
521,RB,15723,4034952.0,32790.0,6908
522,RB,15622,3910544.0,32782.0,7045
523,RB,15550,4036431.0,32763.0,7064
524,RB,15958,3116074.0,33153.0,7101
525,RB,15620,3917612.0,32746.0,6885
526,RB,15937,4243315.0,33265.0,6918
527,RB,15892,4038533.0,33098.0,7038
528,RB,16105,4052042.0,33138.0,6955
530,RB,15680,4240631.0,32814.0,6931
531,RB,15916,4239083.0,32972.0,6992
532,RB,16024,4039358.0,33235.0,6963
533,RB,15999,3916209.0,33297.0,7088
534,RB,16100,4035470.0,33126.0,7103
536,RB,15936,3928925.0,33199.0,6996
538,RB,15904,4038815.0,33100.0,7021
539,RB,15993,4362878.0,33161.0,7005
541,RB,15910,4042808.0,33179.0,7227
542,RB,16076,4039607.0,33028.0,6973
543,RB,16039,4046676.0,33114.0,6984
545,RB,15974,3916721.0,32926.0,6959
546,RB,15924,4042112.0,32966.0,7093
547,WR,15523,4241389.0,32687.0,6786
548,WR,15544,4241463.0,32685.0,6783
549,WR,15526,4241475.0,32682.0,6789
550,WR,15585,4239993.0,32703.0,6801
551,WR,15540,4262921.0,32692.0,6794
552,WR,15608,4240380.0,32716.0,6805
553,WR,15558,4243160.0,32712.0,6814
554,WR,15528,4241802.0,32691.0,6798
555,WR,15531,4360438.0,32695.0,6803
556,WR,15597,4046692.0,32719.0,6886
557,WR,15603,4035687.0,32704.0,6819
558,WR,15579,4259979.0,32750.0,6909
559,WR,15577,4038818.0,32751.0,6870
560,WR,15627,4243537.0,32798.0,6943
561,WR,15613,4035403.0,32729.0,6849
562,WR,15557,4039050.0,32762.0,6847
563,WR,15634,3916204.0,32871.0,6957
564,WR,15625,4242540.0,32877.0,6920
565,WR,15703,4035793.0,32836.0,6895
566,WR,15730,3915522.0,32890.0,6866
567,RB,15591,4360294.0,32736.0,6945
568,WR,15636,4039043.0,32835.0,6857
570,WR,15906,4040623.0,33039.0,6873
572,WR,15642,4258195.0,32857.0,6824
573,WR,15564,3930066.0,32727.0,6853
574,WR,16006,4046715.0,33253.0,7009
575,WR,15751,3886598.0,32887.0,7049
576,TE,16036,3929645.0,33113.0,7002
577,WR,15621,4037591.0,32821.0,6913
578,WR,15685,4029893.0,32812.0,6906
579,WR,15729,2310331.0,32831.0,6960
580,WR,15681,4034950.0,32884.0,7135
582,TE,15573,4258595.0,32713.0,6826
583,TE,15645,3918003.0,32806.0,6926
584,TE,15814,4036189.0,33208.0,6919
585,TE,15575,3911853.0,32775.0,6869
586,TE,15679,4242557.0,32803.0,6865
587,TE,15787,3915772.0,33064.0,6834
588,TE,15716,4035115.0,32788.0,6843
589,TE,16073,4243318.0,33186.0,6846
590,TE,15644,4040774.0,32785.0,6850
591,TE,15567,3914151.0,32764.0,7050
592,PK,16124,3915165.0,33211.0,7062
593,TE,15614,4046522.0,32761.0,6956
594,TE,15616,4240861.0,32771.0,7082
595,PK,15727,3913295.0,32829.0,7121
596,WR,15662,4373673.0,32838.0,7086
597,WR,15629,4248504.0,32841.0,7085
598,RB,15704,4040790.0,32842.0,7107
599,WR,15658,4040655.0,32843.0,7090
600,WR,15695,3916566.0,32846.0,7066
601,PK,15626,3917232.0,32858.0,7042
602,TE,15671,4035020.0,32860.0,7075
603,WR,15667,4050373.0,32870.0,6927
604,TE,15641,3914240.0,32876.0,7131
605,WR,15711,4054085.0,32882.0,6985
606,QB,15741,3895785.0,32901.0,7143
607,QB,15748,3791110.0,32910.0,7149
608,RB,15770,4040732.0,32915.0,6988
609,WR,15753,4039436.0,32916.0,7109
610,PK,15738,4038994.0,32918.0,7152
611,TE,15754,4035426.0,32921.0,6970
612,WR,15766,4034964.0,32922.0,7032
613,WR,16044,4035170.0,33109.0,6989
616,WR,15956,3917166.0,33132.0,7080
618,RB,15872,3895827.0,33006.0,7098
619,TE,15979,3917849.0,33329.0,7106
620,RB,15816,4039274.0,33088.0,7087
624,WR,16056,3915145.0,33242.0,7351
628,WR,15788,4052137.0,33066.0,7175
629,TE,15961,3916749.0,33151.0,7216
630,WR,16139,3929637.0,33023.0,7357
634,PK,15773,4035098.0,33343.0,7446
635,WR,15812,4044121.0,33209.0,7407
636,TE,15927,3930298.0,32970.0,7404
637,RB,16111,3917812.0,33123.0,7466
638,TE,16113,3930900.0,33124.0,7288
639,RB,16160,4035611.0,32987.0,7318
640,TE,15897,4036275.0,33101.0,6964
641,RB,16168,4040640.0,32975.0,7316
642,RB,15847,4039505.0,33357.0,7204
643,WR,16192,3929785.0,33348.0,7496
645,WR,16087,3916129.0,33020.0,7458
646,WR,16119,4374496.0,33215.0,7279
648,RB,15905,4038539.0,33099.0,7055
649,WR,15977,3700815.0,32929.0,7210
650,WR,15882,3917569.0,33302.0,7244
651,TE,16212,4036129.0,33367.0,7502
653,RB,15854,4040629.0,33359.0,7203
654,WR,16055,4041703.0,33236.0,7352
656,WR,15796,3919609.0,33063.0,7173
657,WR,15781,3910176.0,33349.0,7438
658,WR,16004,4245174.0,33299.0,7337
659,RB,16206,4683485.0,33188.0,7412
660,WR,15775,4057082.0,33351.0,7436
662,TE,16126,3929633.0,33315.0,7308
663,TE,15776,3675550.0,33340.0,7439
665,TE,15804,3916587.0,33286.0,7427
666,TE,16093,3923392.0,33171.0,6894
667,QB,15844,3926936.0,33279.0,7159
668,WR,16142,4241983.0,32948.0,7039
673,WR,16150,3886809.0,32943.0,7233
674,QB,14664,3917315.0,31833.0,5849
675,QB,14722,3924327.0,31874.0,5854
676,QB,14683,4040616.0,31847.0,5845
677,QB,14668,3917792.0,31838.0,5870
678,TE,14912,3916564.0,32415.0,6040
679,QB,14815,3116172.0,32029.0,5974
680,QB,14727,3115252.0,31932.0,5903
681,QB,14770,3892775.0,31965.0,6136
682,QB,14855,3116144.0,31999.0,6147
683,QB,15063,3722362.0,32221.0,6037
685,QB,14860,4038524.0,32010.0,6011
686,QB,14773,3042876.0,31936.0,5885
687,QB,14853,3120590.0,31998.0,6185
688,QB,14967,3116188.0,32272.0,6450
689,RB,14716,4035538.0,31905.0,5892
690,RB,14790,4035072.0,31954.0,6156
691,RB,14673,4047365.0,31856.0,5850
692,RB,14838,3932449.0,32026.0,6153
693,RB,14712,3925347.0,31919.0,5890
